local_unit_code,Rural Urban,Province,Municipal Name,District,Year,Int Revenue,Fed Equalisation,Fed Conditional,Fed Complimentary,Fed Special,Capital Expenditure,Current Expenditure
50201,Rural Municipality,Lumbini,Sunchhahari Rural Municipality,Rolpa,2022,30.902,76.1,135.2,2.1,11.6,99.727,188.982
50204,Rural Municipality,Lumbini,Gangadeb Rural Municipality,Rolpa,2022,4.39,89.3,184.1,37.4,17.9,135.632,270.034
50210,Rural Municipality,Lumbini,Lungri Rural Municipality,Rolpa,2022,3.094,90.6,161.5,0,0,88.191,222.441
50208,Rural Municipality,Lumbini,Runtigadhi Rural Municipality,Rolpa,2022,71.669,105.7,213.9,4.2,8.4,170.808,296.468
50205,Rural Municipality,Lumbini,Maadi Rural Municipality,Rolpa,2022,10.774,82.7,148.7,4.2,12.6,123.098,228.807
50203,Rural Municipality,Lumbini,Paribartan Rural Municipality,Rolpa,2022,5.311,90.7,192.1,0,27.4,196.779,235.525
50202,Rural Municipality,Lumbini,Thabang Rural Municipality,Rolpa,2022,4.771,69.9,129.6,6.7,12.5,93.388,181.918
50206,Rural Municipality,Lumbini,Tribeni Rural Municipality,Rolpa,2022,6.638,100.8,215.8,13.9,12.5,226.686,268.814
50102,Rural Municipality,Lumbini,Sishne Rural Municipality,Rukum East,2022,7.228,114.2,225.6,11.2,13.7,185.852,295.24
50103,Rural Municipality,Lumbini,Bhume Rural Municipality,Rukum East,2022,9.529,114.2,199.4,16.6,6.6,180.263,265.62
50101,Rural Municipality,Lumbini,Putha Uttarganga Rural Municipality,Rukum East,2022,15.182,107.8,207.5,0,19.1,116.784,328.432
50402,Rural Municipality,Lumbini,Satyabati Rural Municipality,Gulmi,2022,12.424,103.5,255.9,0,0,140.082,328.162
50412,Rural Municipality,Lumbini,Ruru Rural Municipality,Gulmi,2022,14.612,91,251.2,6.2,16.6,202.132,297.88
50406,Rural Municipality,Lumbini,Malika Rural Municipality,Gulmi,2022,3.423,96.2,254,1.4,19.5,141.684,324.063
50407,Rural Municipality,Lumbini,Madane Rural Municipality,Gulmi,2022,3.318,97.3,232.5,4.6,19.1,211.175,275.9
50408,Rural Municipality,Lumbini,Dhurkot Rural Municipality,Gulmi,2022,7.369,99.7,267.6,5.4,12.5,151.964,330.456
50411,Rural Municipality,Lumbini,Chhatrakot Rural Municipality,Gulmi,2022,8.394,98.4,241.5,13.1,16.6,215.735,303.649
50403,Rural Municipality,Lumbini,Chandrakot Rural Municipality,Gulmi,2022,11.997,99.4,220.6,0,10.4,132.677,285.68
50410,Rural Municipality,Lumbini,Gulmidurbar Rural Municipality,Gulmi,2022,4.275,99.6,200,4.2,29.1,119.18,318.161
50401,Rural Municipality,Lumbini,Kaligandaki Rural Municipality,Gulmi,2022,4.554,90,225.6,4.2,8.3,129.12,301.251
50405,Rural Municipality,Lumbini,Ishma Rural Municipality,Gulmi,2022,3.116,95,187.2,4.6,10,135.757,321.226
50502,Rural Municipality,Lumbini,Malarani Rural Municipality,Arghakhachi,2022,6.299,112.1,311.3,5.8,13.2,188.807,395.637
50505,Rural Municipality,Lumbini,Paanini Rural Municipality,Arghakhachi,2022,24.395,109.8,309.7,0,0,156.475,385.115
50501,Rural Municipality,Lumbini,Chhatradev Rural Municipality,Arghakhachi,2022,18.227,106.7,236,2.7,21.2,173.773,296.813
50607,Rural Municipality,Lumbini,Rainadevi Chhahara Rural Municipality,Palpa,2022,31.437,109.6,299.5,16.6,12.6,189.002,383.846
50606,Rural Municipality,Lumbini,Ribdikot Rural Municipality,Palpa,2022,78.093,91,232.3,4.2,5.8,155.199,280.813
50603,Rural Municipality,Lumbini,Rambha Rural Municipality,Palpa,2022,7.299,97,209.1,4.2,0,139.983,315.506
50609,Rural Municipality,Lumbini,Mathagadhi Rural Municipality,Palpa,2022,20.159,106.9,251,20.8,11.6,208.754,302.339
50604,Rural Municipality,Lumbini,Bagnaskali Rural Municipality,Palpa,2022,9.58,100.9,217.1,4.2,0,131.81,304.723
50602,Rural Municipality,Lumbini,Purbakhola Rural Municipality,Palpa,2022,4.491,92.6,205.1,0,1.7,85.026,320.306
50610,Rural Municipality,Lumbini,Nisti Rural Municipality,Palpa,2022,25.188,99.7,247.8,2.7,0,176.048,343.889
50608,Rural Municipality,Lumbini,Tinau Rural Municipality,Palpa,2022,135.647,91.5,199.4,4.2,16.6,206.541,291.465
50910,Rural Municipality,Lumbini,Suddhodhan Rural Municipality,Kapilbastu,2022,10.161,138.4,193.7,0,0,160.985,312.162
50904,Rural Municipality,Lumbini,Bijaynagar Rural Municipality,Kapilbastu,2022,19.028,123.6,206.7,13.9,20.8,246.088,290.038
50908,Rural Municipality,Lumbini,Yashodhara Rural Municipality,Kapilbastu,2022,13.022,129.2,183.7,0,0,104.418,372.539
50909,Rural Municipality,Lumbini,Mayadevi Rural Municipality,Kapilbastu,2022,20.856,148,241.5,9.9,0,166.496,409.175
50806,Rural Municipality,Lumbini,Suddhodhan Rural Municipality,Rupandehi,2022,52.357,128.3,161.1,0,24.9,177.525,294.774
50807,Rural Municipality,Lumbini,Siyari Rural Municipality,Rupandehi,2022,54.861,135.7,206.1,30.7,12.5,263.057,327.249
50815,Rural Municipality,Lumbini,Sammarimai Rural Municipality,Rupandehi,2022,15.683,174.2,153.3,0,0,232.995,212.849
50810,Rural Municipality,Lumbini,Rohini Rural Municipality,Rupandehi,2022,16.088,129.3,189.6,9.7,13.3,150.846,309.053
50812,Rural Municipality,Lumbini,Mayadevi Rural Municipality,Rupandehi,2022,49.855,148.1,173.7,20.4,16.6,227.616,299.411
50816,Rural Municipality,Lumbini,Marchabari Rural Municipality,Rupandehi,2022,18.621,129.6,152.8,10.5,16.6,153.851,232.625
50805,Rural Municipality,Lumbini,Gaidahwa Rural Municipality,Rupandehi,2022,38.523,146.1,181.7,0,0,197.747,293.481
50814,Rural Municipality,Lumbini,Kotahimai Rural Municipality,Rupandehi,2022,6.708,136,145.9,0,7.1,157.673,258.552
50804,Rural Municipality,Lumbini,Kanchan Rural Municipality,Rupandehi,2022,79.019,126.7,194.5,6.2,10.1,235.413,287.256
50809,Rural Municipality,Lumbini,Omsatiya Rural Municipality,Rupandehi,2022,36.477,128.4,145.1,0,12.5,198.54,241.738
50705,Rural Municipality,Lumbini,Sarawal Rural Municipality,Nawalparasi,2022,55.966,130.8,191.9,13.9,0,159.935,264.015
50706,Rural Municipality,Lumbini,Pratapur Rural Municipality,Nawalparasi,2022,11.254,145.8,257.1,0,0,245.535,360.961
50704,Rural Municipality,Lumbini,Palhinandan Rural Municipality,Nawalparasi,2022,8.937,126.1,193.4,0,0,169.648,289.19
50707,Rural Municipality,Lumbini,Susta Rural Municipality,Nawalparasi,2022,16.746,125.6,150.1,13.3,24.9,184.852,188.194
51205,Urban Municipality,Lumbini,Rajapur Municipality,Bardiya,2022,166.814,168.2,267.8,19.5,16.6,237.538,407.917
51206,Urban Municipality,Lumbini,Madhuban Municipality,Bardiya,2022,22.332,146.9,240.6,14.3,14.2,213.715,367.646
51202,Urban Municipality,Lumbini,Barbardiya Municipality,Bardiya,2022,35.854,181.1,333.7,13.9,22.4,276.921,494.182
51201,Urban Municipality,Lumbini,Baasgadhi Municipality,Bardiya,2022,21.756,163.2,275.9,13.9,16.6,243.865,406.108
51203,Urban Municipality,Lumbini,Thakurbaba Municipality,Bardiya,2022,40.286,145.6,245.2,0,0,207.342,381.175
51207,Urban Municipality,Lumbini,Gulariya Municipality,Bardiya,2022,32.291,184.8,317.6,20.8,0,259.017,490.115
51102,Urban Municipality,Lumbini,Kohalpur Municipality,Banke,2022,234.917,200.2,297.3,25.6,27.8,399.645,516.67
51007,Urban Municipality,Lumbini,Lamahi Municipality,Dang,2022,75.826,150.6,288,0,8.3,323.757,455.571
50305,Urban Municipality,Lumbini,Swargadwari Municipality,Pyuthan,2022,25.101,110,258.7,0.6,15.4,188.182,326.303
50304,Urban Municipality,Lumbini,Pyuthan Municipality,Pyuthan,2022,29.954,128.6,277.3,3.7,20.8,146.046,436.502
50207,Urban Municipality,Lumbini,Rolpa Municipality,Rolpa,2022,8.189,117.9,260.9,6.2,8.8,232.302,358.16
50409,Urban Municipality,Lumbini,Resunga Municipality,Gulmi,2022,21.451,122.5,251.1,0,10.4,215.189,390.222
50404,Urban Municipality,Lumbini,Mushikot Municipality,Gulmi,2022,20.905,120,314.5,7.5,29.8,215.649,356.355
50504,Urban Municipality,Lumbini,Sandhikharka Municipality,Arghakhachi,2022,37.822,141,412.3,20.6,16.6,425.494,400.844
50506,Urban Municipality,Lumbini,Shitganga Municipality,Arghakhachi,2022,24.523,140.6,373.3,8.3,0,243.646,531.818
50503,Urban Municipality,Lumbini,Bhumikasthan Municipality,Arghakhachi,2022,7.383,120.1,312.8,20.8,8.3,196.965,361.093
50601,Urban Municipality,Lumbini,Rampur Municipality,Palpa,2022,36.863,126,312.8,0,12.5,210.759,412.005
50605,Urban Municipality,Lumbini,Tansen Municipality,Palpa,2022,64.092,167.2,408.5,12.4,22.4,433.017,533.483
50903,Urban Municipality,Lumbini,Sibaraj Municipality,Kapilbastu,2022,24.262,179.4,325,0,10.4,285.52,486.108
50906,Urban Municipality,Lumbini,Maharajgunj Municipality,Kapilbastu,2022,14.817,155.9,284.5,0,0,292.932,444.853
50902,Urban Municipality,Lumbini,Buddhabhumi Municipality,Kapilbastu,2022,46.219,176.9,364.6,41.5,13.7,354.509,448.537
50901,Urban Municipality,Lumbini,Baadganga Municipality,Kapilbastu,2022,86.619,202.2,413.5,4.3,16.6,326.887,547.499
50905,Urban Municipality,Lumbini,Krishnanagar Municipality,Kapilbastu,2022,35.142,173.2,254.4,7,21.2,222.467,308.953
50907,Urban Municipality,Lumbini,Kapilbastu Municipality,Kapilbastu,2022,37.499,197.7,341.5,2.5,12.5,359.705,642.041
50803,Urban Municipality,Lumbini,Sainamaina Municipality,Rupandehi,2022,67.251,129.9,245.4,24.2,27,340.473,397.681
50811,Urban Municipality,Lumbini,Siddharthanagar Municipality,Rupandehi,2022,168.171,195.9,263.7,41.5,33.2,402.59,472.132
50813,Urban Municipality,Lumbini,Lumbini Sanskrit Municipality,Rupandehi,2022,18.63,188.3,318.9,21.8,12.5,321.262,419.723
50801,Urban Municipality,Lumbini,Devdaha Municipality,Rupandehi,2022,62.305,164.5,261.5,0,0,275.391,439.915
50808,Urban Municipality,Lumbini,Tilottama Municipality,Rupandehi,2022,247.137,254.2,549.5,5.1,24.9,846.285,626.586
50702,Urban Municipality,Lumbini,Sunawal Municipality,Nawalparasi,2022,71.522,172.2,253.6,19.1,19.9,419.538,401.816
50703,Urban Municipality,Lumbini,Ramgram Municipality,Nawalparasi,2022,58.228,174.6,311.1,0,24.9,272.926,418.432
50701,Urban Municipality,Lumbini,Bardaghat Municipality,Nawalparasi,2022,58.509,181.5,292.8,19,0,320.136,443.652
51106,Sub-Metropolitan City,Lumbini,Nepalgunj Sub-metropolitan City,Banke,2022,202.003,325.8,518.8,70.4,31.1,393.909,976.964
51003,Sub-Metropolitan City,Lumbini,Tulsipur Sub-metropolitan City,Dang,2022,260.111,322.3,593.5,0,0,679.785,1001.65
51002,Sub-Metropolitan City,Lumbini,Ghorahi Sub-metropolitan City,Dang,2022,199.676,345,644.8,10.4,35.3,797.934,1045.267
50802,Sub-Metropolitan City,Lumbini,Butwal Sub-metropolitan City,Rupandehi,2022,538.9,333.3,408.3,48.1,0,1294.58,866.475
40804,Rural Municipality,Gandaki,Hupsekot Rural Municipality,Nawalpur,2022,17.749,104.4,177.9,20.8,22.4,161.604,283.783
40808,Rural Municipality,Gandaki,Binayi Rural Municipality,Nawalpur,2022,37.965,125.7,228.6,0,0,197.198,363.204
40802,Rural Municipality,Gandaki,Bulingtar Rural Municipality,Nawalpur,2022,3.619,88.6,203.4,0,20.8,164.786,241.663
40803,Rural Municipality,Gandaki,Bungdikali Rural Municipality,Nawalpur,2022,8.327,82.4,173.7,0,0,86.463,189.692
41109,Rural Municipality,Gandaki,Bareng Rural Municipality,Baglung,2022,2.666,79.8,172.1,3.7,4.2,122.639,217.223
41107,Rural Municipality,Gandaki,Badigaad Rural Municipality,Baglung,2022,12.364,117.8,292.6,6.5,23.7,233.925,366.873
41106,Rural Municipality,Gandaki,Nishikhola Rural Municipality,Baglung,2022,43.517,97.6,188.6,2.1,0,180.869,222.883
41103,Rural Municipality,Gandaki,Tarakhola Rural Municipality,Baglung,2022,6.241,73.8,156.5,8.5,10.4,133.104,190.392
41104,Rural Municipality,Gandaki,Tamankhola Rural Municipality,Baglung,2022,0.221,68.6,110.5,0,0,75.894,170.357
41102,Rural Municipality,Gandaki,Kathekhola Rural Municipality,Baglung,2022,7.666,106,278.3,13.7,17.8,194.397,304.981
40402,Rural Municipality,Gandaki,Raghuganga Rural Municipality,Myagdi,2022,7.665,83.4,202.4,4.6,22.8,116.124,269.636
40404,Rural Municipality,Gandaki,Malika Rural Municipality,Myagdi,2022,4.249,90.2,187.7,29.7,11.6,162.873,216.967
40405,Rural Municipality,Gandaki,Mangala Rural Municipality,Myagdi,2022,6.131,84.7,197.9,13.9,9.1,151.507,232.042
40403,Rural Municipality,Gandaki,Dhawalagiri Rural Municipality,Myagdi,2022,4.633,78,177.9,9.9,14.1,125.88,218.478
40401,Rural Municipality,Gandaki,Annapurna Rural Municipality,Myagdi,2022,7.46,78.7,231.8,0,0,109.494,257.789
40907,Rural Municipality,Gandaki,Harinash Rural Municipality,Syanja,2022,7.304,87.8,171.7,26.2,24.9,80.162,243.384
40906,Rural Municipality,Gandaki,Biruwa Rural Municipality,Syanja,2022,9.925,91,200.4,4.6,14.5,146.959,262.52
40902,Rural Municipality,Gandaki,Fedikhola Rural Municipality,Syanja,2022,26.505,75.8,154.6,4.2,9.1,129.371,226
40911,Rural Municipality,Gandaki,Kaligandaki Rural Municipality,Syanja,2022,6.668,102.2,221.6,11.9,20.8,190.365,304.829
40903,Rural Municipality,Gandaki,Aandhikhola Rural Municipality,Syanja,2022,95.413,87.3,216.4,20.8,13.3,195.833,285.136
40904,Rural Municipality,Gandaki,Arjunchaupari Rural Municipality,Syanja,2022,50.734,85.7,182.4,8.3,0,98.524,222.773
41006,Rural Municipality,Gandaki,Bihadi Rural Municipality,Parbat,2022,6.4,79.9,216.3,0,8.4,134.52,229.731
41001,Rural Municipality,Gandaki,Modi Rural Municipality,Parbat,2022,8.343,99.2,287.4,12,12.5,181.744,363.287
41005,Rural Municipality,Gandaki,Mahashila Rural Municipality,Parbat,2022,5.646,70.4,169.7,0,10.8,93.682,195.175
41007,Rural Municipality,Gandaki,Paiyun Rural Municipality,Parbat,2022,12.097,85.3,188.3,41.4,22,134.444,225.212
41002,Rural Municipality,Gandaki,Jaljala Rural Municipality,Parbat,2022,13.441,100.2,219.2,0,0,143.587,281.473
40304,Rural Municipality,Gandaki,Lomangthan Rural Municipality,Mustang,2022,2.654,70.3,77.8,14.9,0,90.191,123.384
40303,Rural Municipality,Gandaki,Bahragaun Muktichhetra Rural Municipality,Mustang,2022,2.782,69.8,98.7,0,33.7,68.893,149.77
40301,Rural Municipality,Gandaki,Lo Ghekar Damodarkund Rural Municipality,Mustang,2022,6.934,69.9,63.5,0,8.7,99.886,66.735
40305,Rural Municipality,Gandaki,Thasang Rural Municipality,Mustang,2022,4.769,69.9,130.5,0,18.7,95.114,150.43
40302,Rural Municipality,Gandaki,Gharpajhong Rural Municipality,Mustang,2022,9.767,69.9,115.2,4.5,21.2,95.481,133.066
40202,Rural Municipality,Gandaki,Neshyang Rural Municipality,Manang,2022,2.251,69.8,87,0,0,86.2,127.975
40204,Rural Municipality,Gandaki,Nashong Rural Municipality,Manang,2022,1.636,69.9,102.8,0,0,70.554,148.682
40201,Rural Municipality,Gandaki,Naarfu Rural Municipality,Manang,2022,1.674,68.4,38.8,4.6,13.3,73.292,44.583
40203,Rural Municipality,Gandaki,Chhame Rural Municipality,Manang,2022,3.17,69.8,68.2,0,20.8,135.964,76.692
40505,Rural Municipality,Gandaki,Rupa Rural Municipality,Kaski,2022,10.06,83.1,212,33.2,8.3,93.216,265.082
40501,Rural Municipality,Gandaki,Madi Rural Municipality,Kaski,2022,29.745,90.3,251.3,0,12,151.159,335.948
40502,Rural Municipality,Gandaki,Machhapuchhre Rural Municipality,Kaski,2022,12.692,100.7,249.7,13.7,16.2,166.089,344.365
40503,Rural Municipality,Gandaki,Annapurna Rural Municipality,Kaski,2022,26.573,105.7,285.8,20.8,8.7,218.674,324.901
40703,Rural Municipality,Gandaki,Myade Rural Municipality,Tanahu,2022,35.71,101.6,157.6,41.4,22.4,172.472,262.553
40709,Rural Municipality,Gandaki,Bandipur Rural Municipality,Tanahu,2022,24.457,94.2,187.5,0,24.9,97.692,254.667
40708,Rural Municipality,Gandaki,Devghat Rural Municipality,Tanahu,2022,29.926,84.5,199.5,19.8,24.9,74.16,248.733
40706,Rural Municipality,Gandaki,Ghiring Rural Municipality,Tanahu,2022,3.572,90,157.1,12.5,0,141.162,211.29
40707,Rural Municipality,Gandaki,Rishing Rural Municipality,Tanahu,2022,10.421,105.7,218.7,0,0,116.821,239.327
40710,Rural Municipality,Gandaki,Aabukhaireni Rural Municipality,Tanahu,2022,54.764,98.8,164.7,15,0,191.143,242.549
40602,Rural Municipality,Gandaki,Marsyangdi Rural Municipality,Lamjung,2022,8.74,89.5,236.5,0,0,140.508,336.155
40601,Rural Municipality,Gandaki,Dordi Rural Municipality,Lamjung,2022,6.834,87.7,239.8,25.1,35.3,150.665,301.51
40608,Rural Municipality,Gandaki,Dudhpokhari Rural Municipality,Lamjung,2022,3.065,69.9,139.3,0,0,107.237,169.667
40603,Rural Municipality,Gandaki,Kwolasodhar Rural Municipality,Lamjung,2022,4.545,69.9,157.2,5.1,0,80.841,196.061
40103,Rural Municipality,Gandaki,Sulikot Rural Municipality,Gorakha,2022,6.18,143.4,236.1,20.8,0,148.954,359.794
40107,Rural Municipality,Gandaki,Siranchowk Rural Municipality,Gorakha,2022,300.877,141.6,278.4,0,0,169.148,408.596
40110,Rural Municipality,Gandaki,Sahid Lakhan Rural Municipality,Gorakha,2022,18.344,154.6,229.9,20.8,0,200.074,386.562
40106,Rural Municipality,Gandaki,Bhimsen Rural Municipality,Gorakha,2022,4.067,135.7,238.5,0,0,172.896,303.028
40104,Rural Municipality,Gandaki,Dharche Rural Municipality,Gorakha,2022,10.654,93.6,148.1,0,0,135.387,200.911
40101,Rural Municipality,Gandaki,Chumnubri Rural Municipality,Gorakha,2022,1.603,69.8,131.5,0,0,85.256,181.027
40111,Rural Municipality,Gandaki,Gandaki Rural Municipality,Gorakha,2022,213.985,138.9,237.8,13.9,16.6,213.282,389.81
40105,Rural Municipality,Gandaki,Aarughat Rural Municipality,Gorakha,2022,6.983,137.6,229.1,9.8,0,168.886,341.682
40102,Rural Municipality,Gandaki,Ajirkot Rural Municipality,Gorakha,2022,163.997,113,167.9,13.9,0,164.309,223.723
40807,Urban Municipality,Gandaki,Madhyabindu Municipality,Nawalpur,2022,36.501,162,293.7,20.3,18.7,318.057,462.548
40805,Urban Municipality,Gandaki,Devchuli Municipality,Nawalpur,2022,36.976,144.2,279.8,6.9,8.3,178.308,433.119
40801,Urban Municipality,Gandaki,Gaindakot Municipality,Nawalpur,2022,67.604,176.1,311.8,14,12.5,323.804,503.217
40806,Urban Municipality,Gandaki,Kawasoti Municipality,Nawalpur,2022,95.512,181.5,416.4,0,0,389.903,674.648
41101,Urban Municipality,Gandaki,Baglung Municipality,Baglung,2022,68.506,173.8,533,17.1,23.3,211.106,602.929
41105,Urban Municipality,Gandaki,Dhorpatan Municipality,Baglung,2022,30.125,103.2,223.8,0,0,159.637,325.308
41110,Urban Municipality,Gandaki,Jaimini Municipality,Baglung,2022,13.368,120.2,358.6,6.9,10,223.976,404.598
41108,Urban Municipality,Gandaki,Galkot Municipality,Baglung,2022,24.855,122.5,327.4,0,24.9,222.207,436.065
40406,Urban Municipality,Gandaki,Beni Municipality,Myagdi,2022,33.944,128,312.9,11.5,26.1,199.755,428.301
40909,Urban Municipality,Gandaki,Waling Municipality,Syanja,2022,50.57,163.9,396.2,0,16.6,271.795,525.232
40905,Urban Municipality,Gandaki,Bhirkot Municipality,Syanja,2022,44.21,108,258,6.6,12.5,123.938,367.968
40901,Urban Municipality,Gandaki,Putalibajar Municipality,Syanja,2022,97.032,150.3,436.1,0,0,284.122,543.414
40908,Urban Municipality,Gandaki,Chapakot Municipality,Syanja,2022,13.896,106.7,283.8,13.9,21.6,121.556,356.355
40910,Urban Municipality,Gandaki,Galyang Municipality,Syanja,2022,15.478,134.3,354.6,40.6,8.4,240.588,447.934
41004,Urban Municipality,Gandaki,Phalewas Municipality,Parbat,2022,14.135,106.8,397.2,17.2,16.6,282.249,387.866
41003,Urban Municipality,Gandaki,Kushma Municipality,Parbat,2022,29.442,141.5,398.5,13.9,16.6,160.295,600.238
40704,Urban Municipality,Gandaki,Shuklagandaki Municipality,Tanahu,2022,130.653,154.7,384.3,0,0,335.035,485.228
40702,Urban Municipality,Gandaki,Byas Municipality,Tanahu,2022,136.524,197.6,561.7,0,13.7,425.819,730.07
40705,Urban Municipality,Gandaki,Bhimad Municipality,Tanahu,2022,16.302,119.6,265.3,0,4.2,210.984,339.291
40701,Urban Municipality,Gandaki,Bhanu Municipality,Tanahu,2022,36.7,148.3,373.6,0,20.8,194.613,491.827
40606,Urban Municipality,Gandaki,Sundarbazar Municipality,Lamjung,2022,5.979,110.9,314.2,0,9.1,134.773,418.969
40607,Urban Municipality,Gandaki,Rainash Municipality,Lamjung,2022,6.996,89.6,279.7,2.7,13.9,135.756,328.047
40604,Urban Municipality,Gandaki,Madhyanepal Municipality,Lamjung,2022,17.262,104,303.8,0,0,141.118,402.928
40605,Urban Municipality,Gandaki,Beshisahar Municipality,Lamjung,2022,25.442,142.6,296.2,13.9,10.8,228.979,382.707
40108,Urban Municipality,Gandaki,Palungtar Municipality,Gorakha,2022,34.826,186.6,323.8,0,0,179.331,470.842
40109,Urban Municipality,Gandaki,Gorkha Municipality,Gorakha,2022,64.781,234.9,334.6,0,0,385.575,533.432
40504,Metropolitan City,Gandaki,Pokhara Lekhnath Metropolitan City,Kaski,2022,1057.315,629.1,1896.4,0,36.1,1787.451,2382.117
30806,Rural Municipality,Bagmati,Bagmati Rural Municipality,Lalitpur,2022,7.08,77.1,206.4,16.9,29.1,173.275,336.747
30805,Rural Municipality,Bagmati,Mahankaal Rural Municipality,Lalitpur,2022,28.599,70,153.2,13.3,0,94.85,239.786
30804,Rural Municipality,Bagmati,Konjyosom Rural Municipality,Lalitpur,2022,31.812,69.9,137.6,0,14.1,116.12,193.706
31210,Rural Municipality,Bagmati,Bagmati Rural Municipality,Makawanpur,2022,2.583,111.2,202.1,0,0,152.607,302.185
31204,Rural Municipality,Bagmati,Rakshirang Rural Municipality,Makawanpur,2022,16.133,101.2,174.9,6.9,20.8,203.18,256.356
31205,Rural Municipality,Bagmati,Mahanari Rural Municipality,Makawanpur,2022,0,131.1,196.1,0,12.5,337.338,326.96
31208,Rural Municipality,Bagmati,Makwanpurgadhi Rural Municipality,Makawanpur,2022,27.393,105.3,208.3,9.3,62.3,294.866,329.549
31207,Rural Municipality,Bagmati,Bhimfedi Rural Municipality,Makawanpur,2022,106.312,105.9,189.6,40.8,0,242.609,277.083
31209,Rural Municipality,Bagmati,Bakaiya Rural Municipality,Makawanpur,2022,11.436,126.2,273.8,0,0,200.402,404.021
31203,Rural Municipality,Bagmati,Kailash Rural Municipality,Makawanpur,2022,10.898,94.4,167.9,0,0,165.303,230.627
31201,Rural Municipality,Bagmati,Indrasarobar Rural Municipality,Makawanpur,2022,5.49,76.5,119.4,0,10.8,115.82,213.465
31303,Rural Municipality,Bagmati,Ichhakamana Rural Municipality,Chitawan,2022,90.528,105.5,237.6,0,16.6,212.976,352.508
30408,Rural Municipality,Bagmati,Siddhalek Rural Municipality,Dhading,2022,26.521,136.7,189.5,13.9,32.4,240.564,277.583
30401,Rural Municipality,Bagmati,Rubi Valley Rural Municipality,Dhading,2022,26.544,77,87.9,0,0,101.534,174.237
30409,Rural Municipality,Bagmati,Benighat Rorang Rural Municipality,Dhading,2022,17.567,164.7,247.9,27.8,19.1,256.814,340.143
30405,Rural Municipality,Bagmati,Netrabati Rural Municipality,Dhading,2022,8.873,98.7,120.1,2.7,16.6,136.961,232.812
30412,Rural Municipality,Bagmati,Thakre Rural Municipality,Dhading,2022,42.851,169.1,200.3,40.6,41.5,348.255,393.255
30404,Rural Municipality,Bagmati,Tripurasundari Rural Municipality,Dhading,2022,20.561,137,226.3,20.8,16.7,205.358,311.724
30407,Rural Municipality,Bagmati,Jwalamukhi Rural Municipality,Dhading,2022,57.345,137.9,200.4,6.2,0,185.704,310.095
30411,Rural Municipality,Bagmati,Galchhi Rural Municipality,Dhading,2022,91.205,147.3,196.1,0,9.5,292.078,347.975
30410,Rural Municipality,Bagmati,Gajuri Rural Municipality,Dhading,2022,76.265,150.1,161.8,36.4,33.2,201.351,351.435
30403,Rural Municipality,Bagmati,Gangajamuna Rural Municipality,Dhading,2022,0,130,214.1,2.7,49.9,246.988,306.301
30402,Rural Municipality,Bagmati,Khaniyabas Rural Municipality,Dhading,2022,13.989,96.9,110.8,13.8,17.1,166.908,243.6
30503,Rural Municipality,Bagmati,Suryagadhi Rural Municipality,Nuwakot,2022,5.498,80.7,142.9,4.6,17.4,130.25,190.765
30511,Rural Municipality,Bagmati,Shivapuri Rural Municipality,Nuwakot,2022,19.727,91.9,219.5,5.3,14.2,162.679,316.608
30509,Rural Municipality,Bagmati,Likhu Rural Municipality,Nuwakot,2022,9.306,84.2,142.3,5.9,20.8,176.867,227.414
30506,Rural Municipality,Bagmati,Meghang Rural Municipality,Nuwakot,2022,9.153,72.9,161,8.1,10.8,142.205,250.651
30510,Rural Municipality,Bagmati,Panchakanya Rural Municipality,Nuwakot,2022,10.491,80.6,146.1,8.3,4.2,162.22,259.361
30501,Rural Municipality,Bagmati,Dupcheswor Rural Municipality,Nuwakot,2022,12.632,89.5,198.2,8.3,15,180.103,265.054
30507,Rural Municipality,Bagmati,Tarkeshwor Rural Municipality,Nuwakot,2022,5.004,78.1,152.3,0,0,67.274,255.17
30502,Rural Municipality,Bagmati,Tadigaau Rural Municipality,Nuwakot,2022,60.899,83,194.5,4.5,0,134.086,263.073
30505,Rural Municipality,Bagmati,Kispang Rural Municipality,Nuwakot,2022,15.662,76.6,148.2,0,16.6,154.309,188.464
30512,Rural Municipality,Bagmati,Kakani Rural Municipality,Nuwakot,2022,90.985,102,220.6,0,0,181.211,351.452
30302,Rural Municipality,Bagmati,Amachhodingmo Rural Municipality,Rasuwa,2022,3.32,69.9,92.8,10.4,4.2,94.137,130.758
30305,Rural Municipality,Bagmati,Naukunda Rural Municipality,Rasuwa,2022,2.5,89.1,139.7,12.5,8.3,106.264,229.731
30301,Rural Municipality,Bagmati,Goshaikunda Rural Municipality,Rasuwa,2022,12.553,83.4,127.1,0,0,138.518,158.569
30304,Rural Municipality,Bagmati,Kalika Rural Municipality,Rasuwa,2022,3.306,86,125.1,0,0,101.03,212.229
30303,Rural Municipality,Bagmati,Uttargaya Rural Municipality,Rasuwa,2022,4.617,81.9,141.1,0,10.4,112.524,192.17
30204,Rural Municipality,Bagmati,Helambu Rural Municipality,Sindhupalchok,2022,24.2,113.3,175.2,4.2,12.5,165.653,211.612
30212,Rural Municipality,Bagmati,Sunkoshi Rural Municipality,Sindhupalchok,2022,48.245,115.6,204.6,0,0,148.207,296.943
30211,Rural Municipality,Bagmati,Lisankhupakhar Rural Municipality,Sindhupalchok,2022,36.894,109.1,161.5,0,5.8,131.408,212.308
