local_unit_code,Rural Urban,Province,Municipal Name,District,Year,Int Revenue,Fed Equalisation,Fed Conditional,Fed Complimentary,Fed Special,Capital Expenditure,Current Expenditure
70407,Rural Municipality,Sudurpashchim,Shivanath Rural Municipality,Baitadi,2019,1.073,69.3,100.3,,,100.253,168.328
70406,Rural Municipality,Sudurpashchim,Pancheswor Rural Municipality,Baitadi,2019,9.899,74,133,,,53.898,285.458
70402,Rural Municipality,Sudurpashchim,Dogadakedar Rural Municipality,Baitadi,2019,5.97,90.1,145.8,,,144.381,239.38
70401,Rural Municipality,Sudurpashchim,Dilasaini Rural Municipality,Baitadi,2019,3.227,87,127.6,,,89.324,62.52
70301,Rural Municipality,Sudurpashchim,Byans Rural Municipality,Darchula,2019,2.895,78.5,97.4,,,97.148,138.705
70309,Rural Municipality,Sudurpashchim,Lekam Rural Municipality,Darchula,2019,0.854,102.7,135.9,,,91.393,216.349
70308,Rural Municipality,Sudurpashchim,Malikarjun Rural Municipality,Darchula,2019,12.642,106.1,148.2,,,177.183,226.719
70306,Rural Municipality,Sudurpashchim,Marma Rural Municipality,Darchula,2019,4.623,101.2,118.5,,,131.943,199.029
70304,Rural Municipality,Sudurpashchim,Naugadh Rural Municipality,Darchula,2019,6.186,100.6,137.9,,,189.212,209.121
70302,Rural Municipality,Sudurpashchim,Duhun Rural Municipality,Darchula,2019,7.079,80,91.5,,,132.825,124.915
70305,Rural Municipality,Sudurpashchim,Apihimal Rural Municipality,Darchula,2019,34.214,60,77.2,,,126.321,116.333
70702,Rural Municipality,Sudurpashchim,Ramaroshan Rural Municipality,Achham,2019,140.429,85.9,144.2,,,122.568,282.466
70703,Rural Municipality,Sudurpashchim,Mellekh Rural Municipality,Achham,2019,151.937,82.9,122.1,,,194.256,246.943
70707,Rural Municipality,Sudurpashchim,Bannigadhi Jaygadh Rural Municipality,Achham,2019,113.204,67.6,109.9,,,82.146,214.654
70710,Rural Municipality,Sudurpashchim,Turmakhaad Rural Municipality,Achham,2019,143.035,87.5,159.3,,,122.82,317.91
70709,Rural Municipality,Sudurpashchim,Dhakari Rural Municipality,Achham,2019,128.963,76.3,94.7,,,113.205,227.258
70705,Rural Municipality,Sudurpashchim,Chaurpati Rural Municipality,Achham,2019,171.763,83.5,124.7,,,167.44,283.9
70602,Rural Municipality,Sudurpashchim,Sayal Rural Municipality,Doti,2019,101.687,71.2,89.2,,,121.794,167.903
70607,Rural Municipality,Sudurpashchim,Bogatan Rural Municipality,Doti,2019,96.428,70.9,128.4,,,97.499,167.631
70608,Rural Municipality,Sudurpashchim,Badikedar Rural Municipality,Doti,2019,96.144,68.7,105.7,,,142.954,173.945
70601,Rural Municipality,Sudurpashchim,Purbichauki Rural Municipality,Doti,2019,57.12,81.9,118.7,,,94.862,248.17
70609,Rural Municipality,Sudurpashchim,Jorayal Rural Municipality,Doti,2019,118.096,83.2,165.8,,,109.849,219.246
70606,Rural Municipality,Sudurpashchim,K. I. Singh Rural Municipality,Doti,2019,56.323,76.9,98.1,,,131.414,134.756
70603,Rural Municipality,Sudurpashchim,Adarsha Rural Municipality,Doti,2019,115.389,85.3,101.3,,,105.639,215.749
70203,Rural Municipality,Sudurpashchim,Surma Rural Municipality,Bajhang,2019,65.047,64.1,45.6,,,78.954,126.771
70210,Rural Municipality,Sudurpashchim,Bithhadchir Rural Municipality,Bajhang,2019,109.242,104.6,129.1,,,173.273,263.316
70205,Rural Municipality,Sudurpashchim,Masta Rural Municipality,Bajhang,2019,90.288,93.3,106.4,,,138.47,209.646
70208,Rural Municipality,Sudurpashchim,Durgathali Rural Municipality,Bajhang,2019,41.074,86.3,92.8,,,146.507,194.425
70211,Rural Municipality,Sudurpashchim,Thalara Rural Municipality,Bajhang,2019,61.229,107.5,147.2,,,173.629,223.805
70204,Rural Municipality,Sudurpashchim,Talkot Rural Municipality,Bajhang,2019,96.715,78.7,96,,,98.535,216.114
70207,Rural Municipality,Sudurpashchim,Chhabispathibhera Rural Municipality,Bajhang,2019,93.615,101.7,161,,,112.445,242.381
70212,Rural Municipality,Sudurpashchim,Khaptadchhanna Rural Municipality,Bajhang,2019,89.88,95.8,124.8,,,101.229,239.367
70209,Rural Municipality,Sudurpashchim,Kedarsyun Rural Municipality,Bajhang,2019,124.696,121.4,177,,,276.954,150.179
70201,Rural Municipality,Sudurpashchim,Kaanda Rural Municipality,Bajhang,2019,37.964,60,32,,,64.846,67.486
70101,Rural Municipality,Sudurpashchim,Himali Rural Municipality,Bajura,2019,0,66.8,68.8,,,73.732,78.562
70104,Rural Municipality,Sudurpashchim,Swamikartik Rural Municipality,Bajura,2019,0,83.9,105.1,,,119.302,45.514
70105,Rural Municipality,Sudurpashchim,Pandav Gufa Rural Municipality,Bajura,2019,0,67.4,59.9,,,96.497,23.366
70107,Rural Municipality,Sudurpashchim,Chhededaha Rural Municipality,Bajura,2019,0,108.4,104.6,,,100.63,53.869
70102,Rural Municipality,Sudurpashchim,Gaumul Rural Municipality,Bajura,2019,0,63.3,101.5,,,65.999,39.991
70807,Urban Municipality,Sudurpashchim,Lamkichuha Municipality,Kailali,2019,32.66,183.4,181.1,,,255.6,437.653
70811,Urban Municipality,Sudurpashchim,Bhajani Municipality,Kailali,2019,228.888,142.8,124,,,255.804,397.727
70810,Urban Municipality,Sudurpashchim,Tikapur Municipality,Kailali,2019,54.755,187.4,208.5,,,184.132,515.751
70805,Urban Municipality,Sudurpashchim,Ghoda Ghodi Municipality,Kailali,2019,153.667,193.7,207.4,,,253.135,490.686
70804,Urban Municipality,Sudurpashchim,Gauriganga Municipality,Kailali,2019,152.67,158.6,130.1,,,177.521,314.719
70803,Urban Municipality,Sudurpashchim,Godawari Municipality,Kailali,2019,166.948,195.4,247.7,,,104.934,714.375
70902,Urban Municipality,Sudurpashchim,Shuklafanta Municipality,Kanchanpur,2019,244.792,133.9,139.1,,,211.635,319.457
70905,Urban Municipality,Sudurpashchim,Mahakali Municipality,Kanchanpur,2019,97.017,122.2,117,,,239.809,254.058
70904,Urban Municipality,Sudurpashchim,Bhimdatta Municipality,Kanchanpur,2019,525.146,246.2,319.5,,,337.886,704.098
70908,Urban Municipality,Sudurpashchim,Belauri Municipality,Kanchanpur,2019,183.404,146.4,152.8,,,177.08,319.72
70903,Urban Municipality,Sudurpashchim,Bedkot Municipality,Kanchanpur,2019,229.379,140.8,149.1,,,184.381,324.527
70907,Urban Municipality,Sudurpashchim,Punarwas Municipality,Kanchanpur,2019,221.956,146.2,150.2,,,209.535,289.939
70901,Urban Municipality,Sudurpashchim,Krishnapur Municipality,Kanchanpur,2019,150.968,152.8,145.9,,,153.155,318.173
70505,Urban Municipality,Sudurpashchim,Parshuram Municipality,Dadeldhura,2019,15.792,114.4,203.3,,,205.914,329.249
70502,Urban Municipality,Sudurpashchim,Amargadhi Municipality,Dadeldhura,2019,130.002,83.4,131.2,,,88.01,257.463
70408,Urban Municipality,Sudurpashchim,Melauli Municipality,Baitadi,2019,3.127,86,149.8,,,107.248,78.532
70403,Urban Municipality,Sudurpashchim,Purchaundi Municipality,Baitadi,2019,6.041,121.9,180.2,,,134.671,45.345
70409,Urban Municipality,Sudurpashchim,Patan Municipality,Baitadi,2019,175.966,102.7,206.3,,,6.192,455.704
70405,Urban Municipality,Sudurpashchim,Dashrathchand Municipality,Baitadi,2019,15.342,112.2,248.1,,,102.449,58.236
70307,Urban Municipality,Sudurpashchim,Shailyasikhar Municipality,Darchula,2019,3.152,136.1,174.9,,,143.538,301.114
70303,Urban Municipality,Sudurpashchim,Mahakali Municipality,Darchula,2019,6.391,132.2,211.9,,,239.042,319.692
70704,Urban Municipality,Sudurpashchim,Sanfebagar Municipality,Achham,2019,218.569,109,265.4,,,169.528,373.03
70706,Urban Municipality,Sudurpashchim,Mangalsen Municipality,Achham,2019,187.818,108,211.7,,,146.69,301.799
70701,Urban Municipality,Sudurpashchim,Panchadewal Binayak Municipality,Achham,2019,169.22,89.9,191,,,14.716,322.618
70708,Urban Municipality,Sudurpashchim,Kamalbajar Rural Municipality,Achham,2019,186.128,83.8,162.4,,,169.77,311.215
70604,Urban Municipality,Sudurpashchim,Sikhar Municipality,Doti,2019,166.005,104,194,,,187.16,283.582
70605,Urban Municipality,Sudurpashchim,Dipayal Silgadhi Municipality,Doti,2019,142.49,118.1,184.1,,,150.007,33.169
70202,Urban Municipality,Sudurpashchim,Bungal Municipality,Bajhang,2019,163.723,164.7,206.5,,,177.136,371.328
70206,Urban Municipality,Sudurpashchim,Jay Prithvi Municipality,Bajhang,2019,73.146,130,211.2,,,113.556,9.346
70103,Urban Municipality,Sudurpashchim,Budhinanda Municipality,Bajura,2019,53.574,109.8,117.9,,,152.644,273.56
70108,Urban Municipality,Sudurpashchim,Budhiganga Municipality,Bajura,2019,0.103,125.1,126.6,,,109.618,247.394
70106,Urban Municipality,Sudurpashchim,Badhimalika Municipality,Bajura,2019,6.945,105.9,133.3,,,130.16,60.347
70109,Urban Municipality,Sudurpashchim,Tribeni Municipality,Bajura,2019,3.837,108.2,124,,,132.603,198.055
70813,Sub-Metropolitan City,Sudurpashchim,Dhangadhi Sub-metropolitan City,Kailali,2019,146.935,270.7,360.2,,,1509.457,126.176
61001,Rural Municipality,Karnali,Simta Rural Municipality,Surkhet,2019,4.284,98.9,153,,,109.597,83.233
61007,Rural Municipality,Karnali,Barahtal Rural Municipality,Surkhet,2019,6.036,99.5,145.1,,,123.972,92.131
61009,Rural Municipality,Karnali,Chaukune Rural Municipality,Surkhet,2019,69.869,95.3,113.2,,,198.667,165.973
61002,Rural Municipality,Karnali,Chingaadh Rural Municipality,Surkhet,2019,1.107,71.3,97.8,,,70.163,46.825
60602,Rural Municipality,Karnali,Mahabu Rural Municipality,Dailekha,2019,0.945,76.6,96.6,,,134.382,86.479
60603,Rural Municipality,Karnali,Bhairawi Rural Municipality,Dailekha,2019,53.37,83.8,123.3,,,131.099,196.046
60609,Rural Municipality,Karnali,Bhagwatimai Rural Municipality,Dailekha,2019,2.74,73.4,118.7,,,149.739,132.428
60601,Rural Municipality,Karnali,Naumule Rural Municipality,Dailekha,2019,61.215,78.9,172.7,,,134.136,220.727
60610,Rural Municipality,Karnali,Dungeshwor Rural Municipality,Dailekha,2019,42.026,66.3,93.2,,,96.156,130.06
60604,Rural Municipality,Karnali,Thantikaandh Rural Municipality,Dailekha,2019,0.416,73,85.9,,,77.961,33.937
60611,Rural Municipality,Karnali,Gurans Rural Municipality,Dailekha,2019,60.461,84.5,140.8,,,152.59,64.974
60705,Rural Municipality,Karnali,Shiwalay Rural Municipality,Jajarkot,2019,17.149,64.2,112,,,8.036,241.085
60701,Rural Municipality,Karnali,Barekot Rural Municipality,Jajarkot,2019,15.322,70.1,104.9,,,177.11,129.925
60703,Rural Municipality,Karnali,Juni Chade Rural Municipality,Jajarkot,2019,0.332,79.5,121.4,,,118.593,181.929
60702,Rural Municipality,Karnali,Kushe Rural Municipality,Jajarkot,2019,2.858,79.2,139.9,,,138.042,192.292
60504,Rural Municipality,Karnali,Sanni Tribeni Rural Municipality,Kalikot,2019,106.13,85,99.6,,,73.454,211.211
60508,Rural Municipality,Karnali,Mahawai Rural Municipality,Kalikot,2019,50.626,66.9,68.3,,,54.868,64.454
60501,Rural Municipality,Karnali,Palata Rural Municipality,Kalikot,2019,148.833,92.7,105.5,,,135.112,48.905
60502,Rural Municipality,Karnali,Pachaaljharna Rural Municipality,Kalikot,2019,93.223,82.8,100.6,,,97.476,39.369
60505,Rural Municipality,Karnali,Naraharinath Rural Municipality,Kalikot,2019,156.742,123.4,141.4,,,127.189,73.912
60509,Rural Municipality,Karnali,Kalika Rural Municipality,Kalikot,2019,99.822,91.5,102.4,,,66.735,63.942
60303,Rural Municipality,Karnali,Simkot Rural Municipality,Humla,2019,93.311,85.5,148.8,,,162.427,200.523
60305,Rural Municipality,Karnali,Sarkegaadh Rural Municipality,Humla,2019,97.395,73.3,143,,,45.573,232.052
60304,Rural Municipality,Karnali,Namkha Rural Municipality,Humla,2019,72.971,60,86.4,,,91.612,137.867
60307,Rural Municipality,Karnali,Tanjakot Rural Municipality,Humla,2019,44.914,60,58.7,,,73.201,61.236
60301,Rural Municipality,Karnali,Chankheli Rural Municipality,Humla,2019,65.777,60,67.8,,,65.777,98.297
60302,Rural Municipality,Karnali,Kharpunath Rural Municipality,Humla,2019,36.293,60,110.8,,,125.568,85.938
60306,Rural Municipality,Karnali,Adanchuli Rural Municipality,Humla,2019,73.2,60,71.4,,,78.929,64.875
60203,Rural Municipality,Karnali,Soru Rural Municipality,Mugu,2019,113.918,86.3,128.6,,,100.027,47.016
60204,Rural Municipality,Karnali,Khatyad Rural Municipality,Mugu,2019,133.233,108.5,159.1,,,108.5,220.712
60201,Rural Municipality,Karnali,Mugumkarmarong Rural Municipality,Mugu,2019,106.65,60,77.5,,,79.529,42.121
60408,Rural Municipality,Karnali,Hima Rural Municipality,Jumla,2019,35.437,77.2,83.6,,,98.519,148.049
60403,Rural Municipality,Karnali,Shinja Rural Municipality,Jumla,2019,38.768,85.6,89.7,,,99.171,137.613
60401,Rural Municipality,Karnali,Patarashi Rural Municipality,Jumla,2019,4.993,94.2,82.8,,,104.01,141.131
60407,Rural Municipality,Karnali,Tila Rural Municipality,Jumla,2019,3.625,91,112.6,,,134.722,178.09
60406,Rural Municipality,Karnali,Tatopani Rural Municipality,Jumla,2019,2.055,97.9,110.9,,,99.11,56.708
60405,Rural Municipality,Karnali,Guthichaur Rural Municipality,Jumla,2019,3.104,76.3,59.6,,,85.62,116.751
60402,Rural Municipality,Karnali,Kanakasundari Rural Municipality,Jumla,2019,52.3,89.5,107.8,,,98.729,42.856
60102,Rural Municipality,Karnali,She Phokshundo Rural Municipality,Dolpa,2019,32.859,60,41.5,,,60.041,99.783
60104,Rural Municipality,Karnali,Mudkechula Rural Municipality,Dolpa,2019,27.319,60,82.1,,,73.61,117.644
60101,Rural Municipality,Karnali,Dolpo Buddha Rural Municipality,Dolpa,2019,26.577,60,21.6,,,81.859,35.06
60103,Rural Municipality,Karnali,Jagadulla Rural Municipality,Dolpa,2019,33.657,60,59.8,,,76.321,120.078
60108,Rural Municipality,Karnali,Chharka Tangsong Rural Municipality,Dolpa,2019,27.205,60,25.3,,,48.724,86.354
60107,Rural Municipality,Karnali,Kaike Rural Municipality,Dolpa,2019,30.729,60,45.9,,,66.643,95.17
60901,Rural Municipality,Karnali,Darma Rural Municipality,Salyan,2019,55.628,79.9,91.2,,,90.002,201.846
60909,Rural Municipality,Karnali,Tribeni Rural Municipality,Salyan,2019,50.842,68.4,99.7,,,115.321,136.593
60904,Rural Municipality,Karnali,Siddha Kumakh Rural Municipality,Salyan,2019,44.107,60,76.9,,,96.862,134.374
60906,Rural Municipality,Karnali,Chhatreshwori Rural Municipality,Salyan,2019,55.443,83.5,124.7,,,100.616,214.063
60902,Rural Municipality,Karnali,Kumakhmalika Rural Municipality,Salyan,2019,63.135,93.9,118.6,,,131.856,52.462
60908,Rural Municipality,Karnali,Kalimati Rural Municipality,Salyan,2019,74.55,88.5,111.8,,,116.728,233.662
60910,Rural Municipality,Karnali,Kapurkot Rural Municipality,Salyan,2019,60.589,72.1,84.1,,,102.928,141.959
60802,Rural Municipality,Karnali,Sanibheri Rural Municipality,Rukum East,2019,58.827,82.4,116.5,,,132.629,226.052
60803,Rural Municipality,Karnali,Baafikot Rural Municipality,Rukum East,2019,3.037,73.1,111.1,,,4.805,103.8
60805,Rural Municipality,Karnali,Tribeni Rural Municipality,Rukum East,2019,62.385,77.1,125.2,,,155.439,146.266
61006,Urban Municipality,Karnali,Birendranagar Municipality,Surkhet,2019,320.407,245.1,316.3,,,328.076,588.58
61003,Urban Municipality,Karnali,Lekbeshi Municipality,Surkhet,2019,81.235,105.5,148.4,,,119.757,263.269
61005,Urban Municipality,Karnali,Bheriganga Municipality,Surkhet,2019,18.653,132.5,159.5,,,118.678,291.677
61008,Urban Municipality,Karnali,Panchapuri Municipality,Surkhet,2019,93.47,111.6,150.7,,,174.504,93.163
61004,Urban Municipality,Karnali,Gurbhakot Municipality,Surkhet,2019,18.643,137.2,210.3,,,101.7,35.5
60608,Urban Municipality,Karnali,Narayan Municipality,Dailekha,2019,5.273,98.2,195.4,,,111.99,74.308
60607,Urban Municipality,Karnali,Dullu Municipality,Dailekha,2019,95.929,131.3,223.6,,,250.855,383.043
60606,Urban Municipality,Karnali,Chamunda Bindrasaini Municipality,Dailekha,2019,2.7,94,111.1,,,89.556,87.655
60605,Urban Municipality,Karnali,Aathbis Municipality,Dailekha,2019,68.42,98.6,127.7,,,120.821,219.704
60706,Urban Municipality,Karnali,Bheri Municipality,Jajarkot,2019,1.398,114.8,204.4,,,113.478,408.296
60707,Urban Municipality,Karnali,Tribeni Nalgaadh Municipality,Jajarkot,2019,6.732,89.1,152.2,,,121.215,257.907
60704,Urban Municipality,Karnali,Chhedagaadh Municipality,Jajarkot,2019,5.284,113,199.9,,,139.287,353.404
60503,Urban Municipality,Karnali,Raskot Municipality,Kalikot,2019,141.963,100.6,107.4,,,65.07,53.305
60507,Urban Municipality,Karnali,TilaGufa Rural Municipality,Kalikot,2019,124.372,101.5,134.5,,,56.95,53.928
60506,Urban Municipality,Karnali,Khadachakra Municipality,Kalikot,2019,80.157,123.7,155.3,,,78.416,5.045
60202,Urban Municipality,Karnali,Chhayanath Rara Municipality,Mugu,2019,157.085,128.3,181.2,,,96.915,89.25
60404,Urban Municipality,Karnali,Chandannath Municipality,Jumla,2019,67.635,126.2,179,,,112.603,291.039
60105,Urban Municipality,Karnali,Tripurasundari Municipality,Dolpa,2019,50.5,78.7,153.1,,,112.458,234.141
60106,Urban Municipality,Karnali,Thulibheri Municipality,Dolpa,2019,6.691,69.3,160.9,,,69.3,143.904
60907,Urban Municipality,Karnali,Sharada Municipality,Salyan,2019,147.673,113.1,211.7,,,129.01,370.626
60905,Urban Municipality,Karnali,Baagchaur Municipality,Salyan,2019,79.989,116.3,182.9,,,129.451,44.949
60903,Urban Municipality,Karnali,Baangad Kupinde Municipality,Salyan,2019,90.346,116.5,153.5,,,107.155,62.101
60804,Urban Municipality,Karnali,Mushikot Municipality,Rukum East,2019,12.795,113.1,197.8,,,132.572,400.924
60806,Urban Municipality,Karnali,Chaurjahari Rural Municipality,Rukum East,2019,73.031,99.6,126.8,,,143.854,54.767
60801,Urban Municipality,Karnali,Aathbiskot Municipality,Rukum East,2019,23.901,109.2,124.6,,,271.26,307.336
51208,Rural Municipality,Lumbini,Badhaiyatal Rural Municipality,Bardiya,2019,24.123,138,193.7,,,216.061,54.223
51204,Rural Municipality,Lumbini,Geruwa Rural Municipality,Bardiya,2019,14.482,110.1,121.3,,,128.604,235.187
51101,Rural Municipality,Lumbini,Raptisonari Rural Municipality,Banke,2019,364.634,164.7,195.5,,,222.457,327.635
51103,Rural Municipality,Lumbini,Baijnath Rural Municipality,Banke,2019,210.814,151.4,162.2,,,153.79,265.394
51108,Rural Municipality,Lumbini,Narainapur Rural Municipality,Banke,2019,168.267,110.5,97.5,,,139.732,129.629
51107,Rural Municipality,Lumbini,Duduwa Rural Municipality,Banke,2019,197.959,115.1,100.6,,,49.608,75.326
51105,Rural Municipality,Lumbini,Janaki Rural Municipality,Banke,2019,171.144,117.7,91.5,,,115.177,89.638
51104,Rural Municipality,Lumbini,Khajura Rural Municipality,Banke,2019,264.938,145,212.2,,,170.523,414.044
51004,Rural Municipality,Lumbini,Shantinagar Rural Municipality,Dang,2019,71.293,91,112.4,,,106.177,221.87
51008,Rural Municipality,Lumbini,Rapti Rural Municipality,Dang,2019,121.461,124.1,121.3,,,177.241,254.89
51010,Rural Municipality,Lumbini,Rajpur Rural Municipality,Dang,2019,56.174,90.1,86,,,131.615,56.274
51005,Rural Municipality,Lumbini,Babai Rural Municipality,Dang,2019,130.066,96.6,98.6,,,169.693,58.261
51001,Rural Municipality,Lumbini,Banglachuli Rural Municipality,Dang,2019,17.658,87.5,111.6,,,231.594,190.618
51006,Rural Municipality,Lumbini,Dangisharan Rural Municipality,Dang,2019,95.604,83.9,79.7,,,89.033,59.547
51009,Rural Municipality,Lumbini,Gadhwa Rural Municipality,Dang,2019,222.96,119.2,127.7,,,132.761,313.022
50309,Rural Municipality,Lumbini,Sarumarani Rural Municipality,Pyuthan,2019,60.05,69.8,100.2,,,144.624,148.572
50306,Rural Municipality,Lumbini,Mandavi Rural Municipality,Pyuthan,2019,10.956,60,82.9,,,95.111,160.646
50307,Rural Municipality,Lumbini,Mallarani Rural Municipality,Pyuthan,2019,50.143,67.2,102.6,,,112.4,185.708
50302,Rural Municipality,Lumbini,Naubahini Rural Municipality,Pyuthan,2019,87.006,96.1,125.3,,,127.487,238.483
50303,Rural Municipality,Lumbini,Jhimruk Rural Municipality,Pyuthan,2019,73.649,91.9,127.7,,,142.333,229.563
50301,Rural Municipality,Lumbini,Gaumukhu Rural Municipality,Pyuthan,2019,81.706,85.4,115.8,,,168.606,190.977
50308,Rural Municipality,Lumbini,Airawati Rural Municipality,Pyuthan,2019,64.001,78.5,118.1,,,121.154,196.556
50209,Rural Municipality,Lumbini,Sunil smriti Rural Municipality,Rolpa,2019,71.997,92.4,128.6,,,166.783,223.85
50201,Rural Municipality,Lumbini,Sunchhahari Rural Municipality,Rolpa,2019,60.427,60.7,74.8,,,83.391,168.025
50204,Rural Municipality,Lumbini,Gangadeb Rural Municipality,Rolpa,2019,72.521,73.8,92.2,,,109.197,184.413
50210,Rural Municipality,Lumbini,Lungri Rural Municipality,Rolpa,2019,69.659,78.5,89.6,,,124.339,177.69
50208,Rural Municipality,Lumbini,Runtigadhi Rural Municipality,Rolpa,2019,76.72,95.9,127.6,,,127.892,258.018
50205,Rural Municipality,Lumbini,Maadi Rural Municipality,Rolpa,2019,66.25,67.5,90,,,102.04,173.516
50203,Rural Municipality,Lumbini,Paribartan Rural Municipality,Rolpa,2019,63.089,74.3,119.6,,,114.59,215.959
50202,Rural Municipality,Lumbini,Thabang Rural Municipality,Rolpa,2019,40.773,60,77,,,79.29,151.911
50206,Rural Municipality,Lumbini,Tribeni Rural Municipality,Rolpa,2019,72.624,86.7,109.2,,,132.582,219.506
50102,Rural Municipality,Lumbini,Sishne Rural Municipality,Rukum East,2019,63.03,109.1,123.2,,,128.177,44.672
50103,Rural Municipality,Lumbini,Bhume Rural Municipality,Rukum East,2019,62.477,111.8,99.8,,,98.999,66.936
50101,Rural Municipality,Lumbini,Putha Uttarganga Rural Municipality,Rukum East,2019,72.877,107.7,110.1,,,141.09,46.35
50402,Rural Municipality,Lumbini,Satyabati Rural Municipality,Gulmi,2019,66.188,82.9,160.8,,,133.356,200.971
50412,Rural Municipality,Lumbini,Ruru Rural Municipality,Gulmi,2019,59.16,69.8,155.3,,,101.38,207.994
50406,Rural Municipality,Lumbini,Malika Rural Municipality,Gulmi,2019,0.027,80.8,150.5,,,109.609,194.05
50407,Rural Municipality,Lumbini,Madane Rural Municipality,Gulmi,2019,0,81.9,131,,,139.961,168.545
50408,Rural Municipality,Lumbini,Dhurkot Rural Municipality,Gulmi,2019,2.29,83.3,167.6,,,95.264,64.933
50411,Rural Municipality,Lumbini,Chhatrakot Rural Municipality,Gulmi,2019,67.476,76.3,152.5,,,113.488,203.535
50403,Rural Municipality,Lumbini,Chandrakot Rural Municipality,Gulmi,2019,137.904,76.9,164.5,,,82.991,238.092
50410,Rural Municipality,Lumbini,Gulmidurbar Rural Municipality,Gulmi,2019,0,76.5,120.4,,,85.088,213.163
50401,Rural Municipality,Lumbini,Kaligandaki Rural Municipality,Gulmi,2019,261.333,69.3,142.9,,,94.496,181.562
50405,Rural Municipality,Lumbini,Ishma Rural Municipality,Gulmi,2019,0,78.3,123.9,,,103.927,233.603
50502,Rural Municipality,Lumbini,Malarani Rural Municipality,Arghakhachi,2019,176,96.8,183.3,,,199.454,275.067
50505,Rural Municipality,Lumbini,Paanini Rural Municipality,Arghakhachi,2019,105.764,94.3,219.9,,,162.195,353.7
50501,Rural Municipality,Lumbini,Chhatradev Rural Municipality,Arghakhachi,2019,4.991,87.4,167.9,,,109.658,315.48
50607,Rural Municipality,Lumbini,Rainadevi Chhahara Rural Municipality,Palpa,2019,139.015,94.9,188.9,,,152.332,291.329
50606,Rural Municipality,Lumbini,Ribdikot Rural Municipality,Palpa,2019,159.256,72.1,156.1,,,137.647,233.599
50603,Rural Municipality,Lumbini,Rambha Rural Municipality,Palpa,2019,104.675,74.6,131.3,,,73.82,193.252
50609,Rural Municipality,Lumbini,Mathagadhi Rural Municipality,Palpa,2019,135.769,89.9,145.9,,,137.948,241.045
50604,Rural Municipality,Lumbini,Bagnaskali Rural Municipality,Palpa,2019,69.663,78,156.8,,,122.39,249.878
50602,Rural Municipality,Lumbini,Purbakhola Rural Municipality,Palpa,2019,103.349,74.5,129.3,,,116.153,199.48
50610,Rural Municipality,Lumbini,Nisti Rural Municipality,Palpa,2019,121.005,83.6,157.2,,,141.221,215.407
50608,Rural Municipality,Lumbini,Tinau Rural Municipality,Palpa,2019,124.907,74.5,125.9,,,151.11,211.252
50910,Rural Municipality,Lumbini,Suddhodhan Rural Municipality,Kapilbastu,2019,180.517,131.4,95.3,,,148.008,237.965
50904,Rural Municipality,Lumbini,Bijaynagar Rural Municipality,Kapilbastu,2019,198.329,115.7,94.6,,,224.937,208.991
50908,Rural Municipality,Lumbini,Yashodhara Rural Municipality,Kapilbastu,2019,144.819,120.8,101.4,,,136.741,42.897
50909,Rural Municipality,Lumbini,Mayadevi Rural Municipality,Kapilbastu,2019,169.725,140.5,123.2,,,151.66,271.791
50806,Rural Municipality,Lumbini,Suddhodhan Rural Municipality,Rupandehi,2019,221.437,110.2,100,,,178.74,229.662
50807,Rural Municipality,Lumbini,Siyari Rural Municipality,Rupandehi,2019,234.75,118.9,117.5,,,205.228,48.276
50815,Rural Municipality,Lumbini,Sammarimai Rural Municipality,Rupandehi,2019,156.176,180.2,85.4,,,188.853,164.743
50810,Rural Municipality,Lumbini,Rohini Rural Municipality,Rupandehi,2019,13.48,117.1,126.9,,,106.263,242.281
50812,Rural Municipality,Lumbini,Mayadevi Rural Municipality,Rupandehi,2019,53.647,138.9,104,,,219.502,255.382
50816,Rural Municipality,Lumbini,Marchabari Rural Municipality,Rupandehi,2019,88.569,122.4,80.1,,,142.171,207.104
50805,Rural Municipality,Lumbini,Gaidahwa Rural Municipality,Rupandehi,2019,222.145,137.6,109.4,,,212.665,205.144
50814,Rural Municipality,Lumbini,Kotahimai Rural Municipality,Rupandehi,2019,149.178,125.2,87.9,,,171.85,163.78
50804,Rural Municipality,Lumbini,Kanchan Rural Municipality,Rupandehi,2019,0,104.5,131.4,,,190.521,239.571
50809,Rural Municipality,Lumbini,Omsatiya Rural Municipality,Rupandehi,2019,129.148,111.1,86.1,,,209.015,159.509
50705,Rural Municipality,Lumbini,Sarawal Rural Municipality,Nawalparasi,2019,168.018,116.1,118.5,,,126.466,264.151
50706,Rural Municipality,Lumbini,Pratapur Rural Municipality,Nawalparasi,2019,176.336,133.6,136.6,,,112.866,291.826
50704,Rural Municipality,Lumbini,Palhinandan Rural Municipality,Nawalparasi,2019,129.553,111,108.8,,,178.702,243.943
50707,Rural Municipality,Lumbini,Susta Rural Municipality,Nawalparasi,2019,32.2,111.9,87,,,136.882,188.48
51205,Urban Municipality,Lumbini,Rajapur Municipality,Bardiya,2019,56.174,157.2,180.1,,,131.615,56.274
51206,Urban Municipality,Lumbini,Madhuban Municipality,Bardiya,2019,54.264,135.5,158.5,,,184.067,387.2
51202,Urban Municipality,Lumbini,Barbardiya Municipality,Bardiya,2019,14.384,174.5,186.7,,,280.164,442.029
51201,Urban Municipality,Lumbini,Baasgadhi Municipality,Bardiya,2019,16.386,153.5,182.5,,,276.125,365.883
